Long,Lat,Depth,T,Sal,CDOM,Turb,TA,O2,pH,pCO2 ,Ar ,SPM,POC,DIC,nDIC,AOU,Temp K,CO2_Gas_conc_?mol_L
-174.4010,72.0003,4.2,4.20,32.36,,0.01,2208.7,339.11,8.24,227.28,2.23,,,1994.90,2157.92,-19.54,277.35,9.982
-174.4010,72.0003,10.2,4.09,32.36,,0.01,2211.4,335.66,8.24,227.53,2.22,,,1989.90,2152.18,-15.31,277.24,9.996
-174.4010,72.0003,20.1,4.09,32.36,,0.01,2206.7,334.53,8.24,230.74,2.19,,,1994.20,2156.87,-14.12,277.24,10.137
-174.4010,72.0003,29.8,3.50,32.61,,0.02,2222.1,313.54,8.20,257.09,2.00,,,2026.50,2174.98,10.87,276.65,11.319
-174.4010,72.0003,40.3,2.53,32.66,,0.03,2230.6,252.58,7.99,440.18,1.27,,,2121.10,2273.36,79.57,275.68,19.448
-174.4010,72.0003,51.7,1.18,32.96,,0.05,2239.5,236.95,7.89,557.43,0.99,,,2175.70,2310.62,105.90,274.33,24.750
150.987,72.001,0.0,3.94,12.45,47.46,8.95,1133.0,377.10,7.80,433.28,0.27,6.37,0.48,1135.00,3191.96,-3.52,277.09,19.046
150.987,72.001,9.0,1.91,18.87,18.63,18.74,1467.0,349.31,7.72,618.75,0.33,16.85,0.50,1474.00,2734.32,25.68,275.06,27.400
129.08,72.01,0.0,3.31,0.05,,,744.0,394.80,7.99,336.00,0.01,6.44,,779.99,,22.25,276.46,14.803
129.08,72.01,6.0,3.31,0.05,,,747.0,396.00,8.02,311.80,0.01,4.16,,779.99,,21.05,276.46,13.737
129.26,72.01,0.0,3.54,0.06,,,735.0,392.10,7.98,336.50,0.01,3.52,,769.98,,22.38,276.69,14.813
129.26,72.01,13.0,1.82,0.54,,,755.0,402.50,7.96,350.30,0.06,3.36,,789.72,,30.07,274.97,15.517
130.24,72.01,0.0,7.61,3.84,,,,365.00,,,,8.60,,,,-1.62,280.76,0.000
130.24,72.01,11.0,-0.70,24.18,,,,242.40,7.47,1635.08,0.19,21.20,,1785.61,2584.63,143.28,272.45,73.099
152.98,72.01,0.0,2.07,22.32,,,,379.70,7.96,406.45,0.41,9.30,,1228.27,1926.06,-16.04,275.22,17.988
152.98,72.01,13.0,2.03,22.54,,,,351.50,7.94,394.94,0.38,11.00,,1169.11,1815.39,11.92,275.18,17.481
159.424,72.016,0.0,1.67,18.59,7.83,2.08,1361.5,377.52,7.76,519.30,0.32,0.42,0.09,1362.00,2564.85,0.61,274.82,23.016
159.424,72.016,21.0,-0.41,22.12,12.87,10.56,1667.3,369.17,7.62,843.50,0.29,11.68,0.30,1695.00,2681.62,19.71,272.74,37.670
130.072,72.057,3.2,2.18,13.10,30.30,11.29,1392.9,347.56,,405.00,,1.00,,,,41.58,275.33,17.917
130.072,72.057,5.0,2.27,14.55,27.93,11.91,1478.9,336.98,7.92,416.75,0.44,,,1463.10,3519.90,46.90,275.42,18.430
130.072,72.057,6.8,2.69,16.21,24.40,13.18,1505.4,328.37,7.89,450.12,0.45,,,1489.50,3215.38,46.62,275.84,19.876
130.072,72.057,11.4,2.94,16.62,23.50,14.76,1505.6,329.44,7.87,469.88,0.44,5.02,,1491.30,3141.41,42.00,276.09,20.730
172.057,72.058,3.006,-0.08,25.79,0.89,0.18,1799.3,344.00,8.20,219.29,1.22,18.54,,1687.90,2290.96,30.62,273.07,9.781
172.057,72.058,10.096,0.40,26.41,0.89,0.17,1847.7,337.30,8.20,222.82,1.30,,,1728.30,2290.53,30.72,273.55,9.921
172.057,72.058,15.398,0.76,26.72,0.77,0.18,1861.3,331.15,8.19,229.69,1.31,,,1741.10,2280.22,32.58,273.91,10.214
172.057,72.058,20.02,1.03,26.88,0.71,0.15,2219.7,239.03,7.75,819.28,0.62,,,2209.30,2876.98,121.68,274.18,36.396
172.057,72.058,35.057,-1.36,31.81,2.82,2.73,2213.0,236.62,7.71,851.02,0.58,,,2209.10,2430.47,133.06,271.79,38.138
172.057,72.058,41.857,-1.39,31.89,2.99,4.65,2213.6,229.99,7.68,904.44,0.55,21.70,,2216.40,2432.20,139.78,271.76,40.537
150.762,72.1,0.0,3.78,11.17,51.22,13.80,1128.9,369.54,7.65,640.50,0.17,13.76,0.51,1153.00,3614.42,9.26,276.93,28.172
150.762,72.1,7.0,3.17,12.29,47.58,15.16,1175.6,366.33,7.64,664.10,0.18,5.00,0.58,1201.00,3420.26,15.23,276.32,29.274
131.339,72.137,0.0,4.04,9.92,81.87,4.25,1202.0,375.00,7.89,398.65,0.31,2.53,0.20,1203.00,4244.46,4.79,277.19,17.517
131.339,72.137,18.0,-0.56,29.42,29.64,7.58,2149.0,129.00,7.28,2304.84,0.21,6.86,0.13,2281.00,2713.35,239.80,272.59,102.990
151.012,72.164,0.0,2.57,17.75,17.63,6.28,1376.0,365.00,7.84,447.71,0.39,5.20,0.31,1367.00,2696.25,6.74,275.72,19.778
151.012,72.164,11.0,2.58,17.75,17.53,6.26,1382.0,365.00,7.84,449.43,0.39,6.86,,1373.00,2708.09,6.69,275.73,19.854
162.890,72.179,3.5,2.05,28.43,1.07,0.95,1985.7,316.53,8.14,271.82,1.41,15.88,,1859.80,2289.30,30.68,275.20,12.031
162.890,72.179,10.1,2.05,28.44,1.05,0.91,1985.6,314.37,8.14,272.47,1.40,,,1860.00,2289.01,32.84,275.20,12.059
162.890,72.179,15.3,2.09,28.58,1.07,1.08,2004.9,312.37,8.11,301.57,1.32,,,1889.20,2313.54,34.13,275.24,13.346
162.890,72.179,20.1,1.68,28.91,2.00,2.96,2027.8,305.82,8.03,369.93,1.12,,,1935.40,2343.15,43.43,274.83,16.395
162.890,72.179,23.9,1.28,29.04,2.91,4.91,2026.0,302.91,8.03,367.86,1.11,17.96,,1934.80,2332.19,49.57,274.43,16.327
153.1657,72.1997,4.1,5.01,17.87,7.98,0.02,1410.7,355.70,7.86,452.50,0.45,,0.77,1367.40,2678.00,-6.49,278.16,19.815
153.1657,72.1997,9.9,-0.82,23.30,,0.02,1287.1,371.52,7.85,378.48,0.38,,,1686.00,2532.44,18.05,272.33,16.928
153.1657,72.1997,13.9,-0.87,24.47,3.61,0.04,1774.9,351.50,7.79,602.44,0.47,,0.49,1766.50,2526.50,35.07,272.28,26.950
153.1657,72.1997,17.9,-0.85,28.79,3.58,0.12,2000.4,213.69,7.47,1389.14,0.29,,0.89,2067.10,2513.10,159.81,272.30,62.138
133.887,72.212,0.0,4.53,12.84,57.04,3.55,1269.0,367.00,7.87,422.50,0.35,2.53,,1264.00,3446.02,0.00,277.68,18.533
133.887,72.212,11.0,4.26,15.43,,2.31,1390.0,323.00,7.85,463.30,0.40,,,1382.00,3135.62,39.33,277.41,20.342
133.887,72.212,21.0,-0.63,28.85,30.51,14.08,2116.0,137.00,7.29,2261.21,0.21,9.86,,2246.00,2724.41,234.09,272.52,101.064
138.14,72.22,0.0,4.27,16.10,,,1364.0,352.50,8.01,413.10,0.42,4.36,,1333.18,2898.22,7.94,277.42,18.137
138.14,72.22,13.0,0.27,27.07,,,1933.0,299.30,7.75,880.50,0.42,6.72,,1908.76,2467.93,68.13,273.42,39.224
138.6,72.22,0.0,4.28,15.64,,,1437.0,324.80,8.04,405.40,0.47,6.12,,1402.82,3139.30,36.79,277.43,17.799
138.6,72.22,14.0,2.43,25.54,,,1951.0,205.50,7.82,784.70,0.51,2.12,,1911.26,2619.19,146.07,275.58,34.683
139.12,72.22,0.0,3.89,18.60,,,1608.0,347.90,8.05,422.20,0.59,2.55,,1557.23,2930.27,9.22,277.04,18.562
130.054,72.267,2.9,2.21,8.87,34.69,8.70,1177.4,364.80,,400.00,,0.62,,,,36.78,275.36,17.694
130.054,72.267,7.0,2.23,15.82,25.55,12.43,1520.7,326.63,7.94,403.60,0.49,,,1498.70,3315.00,53.94,275.38,17.851
130.054,72.267,11.0,2.88,14.79,34.96,13.74,1542.0,321.86,7.87,487.91,0.43,9.46,,1531.80,3624.29,55.26,276.03,21.529
152.94,72.27,0.0,1.82,19.99,,,,365.50,8.02,254.83,0.30,4.66,,856.45,1499.54,7.12,274.97,11.288
152.94,72.27,16.0,0.22,25.60,,,,284.10,7.76,393.19,0.19,10.60,,833.00,1138.87,88.05,273.37,17.519
171.9912,72.2808,5.4,-0.18,27.14,2.24,0.01,2221.4,414.57,8.04,397.18,1.13,,0.42,2100.00,2707.75,-42.93,272.97,17.723
171.9912,72.2808,7.8,0.01,28.52,2.59,0.01,1977.5,393.50,8.26,199.52,1.63,,0.42,1804.50,2214.44,-27.71,273.16,8.896
171.9912,72.2808,14.4,-0.08,29.37,,0.01,2023.1,408.21,8.36,156.16,2.05,,,1804.30,2150.25,-43.97,273.07,6.966
171.9912,72.2808,20.8,-1.16,31.18,,0.02,2141.2,484.55,8.35,163.39,2.15,,,1871.60,2101.07,-114.99,271.99,7.317
171.9912,72.2808,30.8,-1.70,33.02,3.64,0.03,2239.4,412.24,8.04,381.04,1.21,,0.19,2146.30,2275.17,-42.70,271.45,17.097
171.9912,72.2808,40.1,-1.73,33.23,3.20,0.11,2265.0,239.14,7.59,1159.59,0.46,,0.24,2146.30,2260.80,130.13,271.42,52.038
156.257,72.3,0.0,1.73,19.67,10.10,1.43,1495.1,382.52,7.78,539.20,0.38,0.55,0.06,1491.00,2652.77,-8.06,274.88,23.893
156.257,72.3,13.0,0.43,21.67,11.59,1.23,1649.7,368.95,7.66,773.50,0.32,,,1668.00,2693.55,12.57,273.58,34.437
156.257,72.3,19.0,-0.51,22.58,15.25,5.81,1707.1,356.45,7.62,871.30,0.30,5.33,0.19,1736.00,2691.40,32.15,272.64,38.926
150.027,72.331,0.0,2.62,17.15,30.91,27.83,1388.0,354.00,7.77,539.15,0.33,35.80,0.32,1391.00,2839.44,19.02,275.77,23.814
150.027,72.331,8.0,2.61,17.14,30.74,30.01,1390.0,354.00,7.77,546.33,0.33,46.80,0.41,1393.00,2844.02,19.04,275.76,24.131
-175.4048,72.3375,4.0,2.29,31.16,,0.01,2132.5,361.60,8.31,186.30,2.22,,,1896.90,2130.99,-23.57,275.44,8.238
-175.4048,72.3375,9.7,3.89,32.22,,0.01,2207.8,342.27,8.28,207.78,2.34,,,1959.90,2129.12,-19.94,277.04,9.135
-175.4048,72.3375,20.6,3.91,32.64,,0.02,2232.5,338.15,8.26,221.36,2.29,,,1990.20,2133.83,-17.01,277.06,9.732
-175.4048,72.3375,30.3,2.22,32.70,,0.07,2238.5,247.38,7.91,537.46,1.07,,,2142.70,2293.40,87.22,275.37,23.773
-175.4048,72.3375,50.1,2.10,32.71,,0.08,2234.9,243.02,7.90,553.74,1.03,,,2151.60,2302.26,92.59,275.25,24.504
-175.4048,72.3375,55.3,1.78,32.77,,0.08,2234.3,245.49,7.89,560.32,1.00,,,2165.10,2312.69,92.72,274.93,24.824
-175.4048,72.3375,58.3,1.65,32.78,,0.11,2248.4,247.27,7.88,577.05,0.98,,,2178.70,2326.04,91.94,274.80,25.577
151.05,72.34,0.0,2.70,22.32,,,,348.20,7.96,329.50,0.34,18.26,,992.47,1556.30,9.63,275.85,14.549
151.05,72.34,5.0,2.71,22.35,,,,349.30,7.96,336.06,0.35,,,1012.10,1584.95,8.36,275.86,14.838
151.05,72.34,13.0,2.68,22.58,,,,349.30,7.95,403.05,0.40,19.00,,1188.76,1842.63,8.00,275.83,17.798
-175.0388,72.3498,4.2,3.21,31.76,,0.01,2178.0,347.56,8.28,203.81,2.25,,,1943.20,2141.62,-18.68,276.36,8.983
-175.0388,72.3498,10.3,3.89,32.29,,0.01,2205.1,339.94,8.26,219.01,2.25,,,1971.60,2137.21,-17.82,277.04,9.629
-175.0388,72.3498,14.9,3.94,32.46,,0.01,2219.7,331.19,8.21,250.30,2.08,,,2003.50,2160.49,-9.85,277.09,11.002
-175.0388,72.3498,20.5,3.64,32.55,,0.02,2227.1,316.87,8.16,287.15,1.86,,,2037.70,2190.87,6.58,276.79,12.636
-175.0388,72.3498,30.1,2.27,32.62,,0.04,2233.0,263.69,7.99,440.46,1.26,,,2106.50,2260.26,70.77,275.42,19.479
-175.0388,72.3498,47.8,2.16,32.63,,0.05,2232.7,260.20,7.98,452.05,1.22,,,2112.80,2266.58,75.14,275.31,20.000
138.55,72.35,0.0,4.03,16.13,,,1444.0,352.90,8.01,430.20,0.45,5.52,,1412.14,3064.15,9.64,277.18,18.905
138.55,72.35,16.0,0.20,28.55,,,2044.0,254.90,7.67,1115.80,0.38,7.88,,2033.60,2493.03,109.00,273.35,49.719
152.997,72.367,0.0,1.57,18.09,14.63,1.38,1424.1,380.61,7.78,516.60,0.34,0.80,0.06,1423.00,2752.74,-0.06,274.72,22.904
152.997,72.367,19.0,-0.73,26.02,13.84,6.34,1846.1,247.64,7.39,1577.10,0.21,5.70,0.22,1931.00,2597.61,132.86,272.42,70.515
134.93,72.39,0.0,4.83,18.25,,,1473.0,351.10,8.01,425.50,0.51,0.75,,1429.58,2741.65,-1.34,277.98,18.644
134.93,72.39,20.0,-1.00,28.61,,,2036.0,285.70,7.73,950.70,0.41,2.66,,2013.89,2463.69,89.82,272.15,42.549
180.215,72.416,3.468,1.66,28.71,0.24,0.13,1983.2,326.52,8.24,209.97,1.69,10.58,,1824.80,2224.82,23.39,274.81,9.306
180.215,72.416,9.748,1.87,29.77,0.36,0.21,2053.3,339.39,8.25,208.23,1.85,,,1879.00,2208.97,5.85,275.02,9.222
180.215,72.416,19.793,-0.86,31.94,1.06,0.10,2204.3,421.94,8.25,220.37,1.86,,,2029.50,2223.60,-57.48,272.29,9.858
180.215,72.416,29.589,-1.50,32.31,1.88,0.13,2228.5,310.44,7.98,436.54,1.07,,,2147.30,2326.15,59.21,271.65,19.574
180.215,72.416,39.815,-1.74,32.77,1.88,0.11,2256.0,232.12,7.70,870.63,0.59,,,2252.10,2405.14,138.54,271.41,39.071
180.215,72.416,49.339,-1.72,33.05,2.12,3.43,2267.8,182.82,7.55,1258.81,0.42,13.72,,2306.70,2443.11,186.91,271.43,56.489
130.657,72.419,3.2,3.37,18.69,17.43,13.14,1608.4,320.90,7.94,409.57,0.60,20.88,,1573.80,2946.86,40.68,276.52,18.041
130.657,72.419,14.8,3.38,18.70,17.24,14.47,1604.7,320.93,7.94,410.57,0.60,14.30,,1570.40,2939.53,40.54,276.53,18.084
130.659,72.420,3.3,2.73,18.96,18.80,7.66,1620.9,323.35,7.94,412.27,0.59,8.26,,1587.90,2931.03,43.47,275.88,18.202
130.659,72.420,10.2,2.81,19.05,18.65,6.75,1638.1,320.98,7.95,408.57,0.61,,,1602.80,2945.38,44.87,275.96,18.033
130.659,72.420,14.3,3.13,19.49,17.90,5.92,1624.3,339.93,7.92,428.32,0.59,8.16,,1591.70,2857.81,21.69,276.28,18.883
130.151,72.428,3.0,1.64,8.44,30.03,9.42,1274.7,364.92,7.93,388.55,0.30,1.34,,1274.00,5280.99,44.14,274.79,17.223
130.151,72.428,5.9,1.80,15.54,27.96,12.44,1553.1,332.69,7.95,402.78,0.50,,,1531.20,3448.80,53.06,274.95,17.843
130.151,72.428,9.9,2.48,18.27,21.79,15.06,1582.1,326.25,7.88,464.73,0.49,13.66,,1561.90,2991.52,44.87,275.63,20.537
149.999,72.45,0.0,3.24,11.78,42.42,13.90,1125.2,369.91,7.65,618.90,0.17,13.41,0.55,1148.00,3410.29,12.39,276.39,27.274
149.999,72.45,9.0,3.02,12.59,39.97,16.31,1156.6,370.34,7.66,619.50,0.18,7.84,0.50,1178.00,3274.30,11.79,276.17,27.323
150.5957,72.4598,4.1,6.56,19.17,7.76,0.03,1532.7,339.50,7.87,473.91,0.56,,0.57,1467.50,2679.92,-6.39,279.71,20.637
150.5957,72.4598,10.0,-0.47,26.47,5.22,0.07,1865.4,250.14,7.49,1260.37,0.27,,0.17,1908.30,2523.46,126.36,272.68,56.299
150.5957,72.4598,15.6,-0.72,27.11,4.86,0.19,1928.6,234.97,7.45,1428.96,0.26,,0.16,1991.20,2570.29,142.11,272.43,63.888
131.343,72.465,0.0,4.21,6.80,106.29,6.38,1148.0,378.00,7.91,381.50,0.28,4.30,0.13,1154.00,5938.83,9.09,277.36,16.754
131.343,72.465,20.0,-0.35,30.05,28.55,7.49,2139.0,195.00,7.44,1604.61,0.31,7.80,0.12,2214.00,2578.96,169.92,272.80,71.644
154.002,72.493,0.0,1.86,21.47,11.12,1.15,1616.0,390.43,7.90,424.88,0.60,0.55,0.19,1585.00,2583.30,-22.38,275.01,18.818
154.002,72.493,17.0,1.27,21.78,8.51,1.48,1615.0,374.45,7.89,435.40,0.57,,,1587.00,2550.73,-1.60,274.42,19.325
154.002,72.493,29.0,-0.63,26.61,13.56,4.29,1937.0,240.06,7.47,1348.49,0.28,2.15,0.18,2000.00,2630.90,137.59,272.53,60.270
161.502,72.501,0.0,0.79,19.95,7.23,1.10,1479.6,381.86,7.78,534.20,0.36,0.21,0.08,1477.00,2591.46,1.14,273.94,23.752
161.502,72.501,23.0,-0.62,24.06,12.90,3.52,1798.1,368.75,7.63,883.50,0.33,2.75,0.16,1824.00,2653.92,16.44,272.53,39.486
138.13,72.51,0.0,2.86,19.40,,,1544.0,359.10,8.03,417.40,0.53,3.62,,1497.08,2700.92,5.27,276.01,18.420
138.13,72.51,17.0,-0.90,28.85,,,1984.0,241.60,7.67,1046.30,0.36,6.52,,1974.41,2395.30,132.21,272.25,46.811
139.57,72.51,0.0,3.29,19.66,,,1563.0,347.60,8.01,444.00,0.52,7.37,,1516.50,2699.77,12.09,276.44,19.563
138.97,72.52,0.0,4.08,16.27,,,1460.0,351.00,8.05,397.10,0.50,3.82,,1421.86,3058.70,10.70,277.23,17.447
138.97,72.52,14.0,1.44,27.65,,,1826.0,271.90,7.73,875.20,0.40,3.32,,1800.34,2278.91,82.90,274.59,38.822
153.399,72.533,3.0,0.47,22.12,5.01,0.74,1652.7,339.62,7.95,393.66,0.61,3.53,,1615.27,2555.34,40.23,273.62,17.524
153.399,72.533,15.3,1.71,25.48,4.43,0.19,1862.6,305.66,7.87,519.59,0.68,,,1825.18,2506.73,52.63,274.86,23.026
153.399,72.533,20.6,1.27,26.37,4.96,2.04,1907.4,262.78,7.69,820.04,0.47,,,1910.02,2535.06,97.11,274.42,36.398
153.399,72.533,22.4,0.64,26.54,5.44,5.45,1906.6,260.84,7.70,791.27,0.47,4.94,,1908.17,2516.17,104.53,273.79,35.202
136.003,72.538,0.0,2.73,11.66,53.45,2.54,1177.2,432.36,7.78,477.40,0.23,,,1186.00,3560.10,-44.63,275.88,21.077
136.003,72.538,10.0,-0.56,14.84,65.12,,1407.3,355.55,7.75,562.20,0.26,,,1423.00,3355.18,57.84,272.59,25.121
136.003,72.538,20.8,-0.73,28.30,35.00,,2093.8,194.00,7.33,2033.90,0.22,,,2207.00,2729.38,179.73,272.42,90.939
130.34,72.56,0.0,7.58,4.09,,,,361.50,7.93,338.54,0.11,8.10,,588.22,5033.67,1.48,280.73,14.688
130.34,72.56,5.0,0.50,19.60,,,,359.80,7.65,681.53,0.15,,,1043.79,1863.91,27.21,273.65,30.335
130.34,72.56,10.0,-0.51,24.12,,,,301.10,7.59,782.47,0.15,11.60,,1108.70,1608.81,82.79,272.64,34.957
131.58,72.56,0.0,5.97,10.18,,,,364.60,8.01,272.38,0.18,2.70,,674.70,2319.69,-3.53,279.12,11.886
131.58,72.56,5.0,5.68,11.36,,,,362.50,8.01,273.31,0.19,,,703.81,2168.42,-2.00,278.83,11.939
131.58,72.56,10.0,2.49,19.27,,,,370.30,7.96,358.92,0.31,,,1024.41,1860.63,-2.08,275.64,15.860
131.58,72.56,15.0,0.76,20.76,,,,384.50,7.93,355.85,0.29,,,1013.32,1708.38,-3.60,273.91,15.824
131.58,72.56,20.0,-0.85,29.44,,,,162.70,7.44,2079.33,0.25,15.60,,2217.72,2636.55,208.88,272.30,93.011
132.81,72.56,0.0,5.77,12.88,,,,363.50,8.05,302.57,0.27,2.20,,861.40,2340.76,-7.83,278.92,13.213
132.81,72.56,10.0,3.51,17.82,,,,371.50,7.98,366.60,0.33,,,1055.21,2072.52,-8.80,276.66,16.140
132.81,72.56,20.0,-0.25,23.67,,,,307.60,7.69,643.54,0.20,17.70,,1148.36,1698.04,74.95,272.90,28.723
152.3727,72.5670,4.1,5.28,16.13,7.25,0.02,1321.3,355.31,7.85,437.45,0.40,,0.57,1281.30,2779.67,-3.92,278.43,19.137
152.3727,72.5670,10.2,-0.19,21.12,,0.02,1587.6,390.40,7.86,467.78,0.46,,,1549.20,2567.18,-0.78,272.96,20.874
152.3727,72.5670,13.6,-0.76,22.48,4.47,0.02,1669.4,376.24,7.85,499.74,0.48,,0.48,1633.30,2543.10,15.21,272.39,22.346
152.3727,72.5670,17.6,-0.83,26.67,4.42,0.06,1849.0,308.59,7.67,817.32,0.40,,0.63,1852.10,2430.57,70.97,272.32,36.557
158.501,72.567,3.2,2.24,28.83,2.84,4.07,2027.3,306.74,8.00,395.00,1.09,18.54,,1939.80,2355.07,37.77,275.39,17.471
158.501,72.567,5.5,2.24,28.83,2.85,4.05,2027.2,307.74,8.00,395.08,1.09,,,1939.70,2355.01,36.73,275.39,17.474
158.501,72.567,10.3,2.24,28.83,2.92,4.04,2028.0,306.54,8.00,395.12,1.09,,,1940.40,2355.88,37.96,275.39,17.476
158.501,72.567,15.1,2.24,28.83,2.86,4.01,2028.0,308.16,8.00,395.12,1.09,,,1940.40,2356.01,36.32,275.39,17.476
158.501,72.567,20.6,2.24,28.82,2.84,3.97,2028.0,306.39,8.00,394.95,1.09,18.22,,1940.30,2356.02,38.09,275.39,17.468
150.95,72.57,0.0,2.04,21.27,,,,361.00,8.00,318.87,0.38,7.86,,1052.28,1731.53,5.88,275.19,14.114
150.95,72.57,5.0,2.04,21.27,,,,361.60,7.99,366.62,0.41,,,1180.12,1941.90,5.28,275.19,16.227
150.95,72.57,15.0,2.36,22.78,,,,350.00,7.94,580.98,0.57,14.36,,1699.33,2610.92,9.69,275.51,25.685
151,72.59,0.0,3.06,15.27,21.63,2.98,1287.0,380.10,7.89,380.36,0.40,1.75,0.26,1273.00,2916.98,-6.07,276.21,16.773
151,72.59,15.0,0.97,21.67,11.31,3.40,1599.0,353.69,7.79,549.18,0.44,1.70,0.13,1590.00,2568.12,22.42,274.12,24.402
175.408,72.640,3.329,-0.06,26.23,0.36,0.11,1827.1,348.01,8.20,219.47,1.27,12.28,,1711.40,2283.75,25.12,273.09,9.789
175.408,72.640,9.592,-0.07,26.29,0.36,0.12,1853.7,356.79,8.23,207.05,1.36,,,1728.00,2300.35,16.20,273.08,9.235
175.408,72.640,19.747,-1.15,31.17,1.59,0.18,2172.9,399.82,8.18,264.17,1.54,,,2033.50,2283.18,-30.31,272.00,11.830
175.408,72.640,30.338,-1.53,32.10,1.88,0.14,2221.4,277.57,7.79,695.22,0.70,,,2194.60,2392.89,93.05,271.62,31.176
175.408,72.640,40.004,-1.60,32.50,2.41,4.57,2232.5,229.67,7.62,1059.69,0.48,,,2252.10,2425.62,140.46,271.55,47.532
175.408,72.640,49.131,-1.60,32.50,2.47,4.91,2232.5,288.43,7.61,1069.35,0.48,16.14,,2253.20,2426.59,81.70,271.55,47.966
154.1853,72.6508,4.2,2.31,19.73,5.16,0.02,1510.1,375.63,7.88,443.49,0.48,,0.49,1464.00,2596.77,-7.04,275.46,19.610
154.1853,72.6508,10.2,-0.30,22.18,,0.02,1633.6,379.84,7.85,483.47,0.48,,,1600.00,2524.39,7.69,272.85,21.582
154.1853,72.6508,14.8,-0.58,23.31,,0.02,1685.0,376.91,7.87,466.52,0.53,,,1657.70,2488.75,10.14,272.57,20.847
154.1853,72.6508,25.0,-0.86,31.02,3.27,0.03,2136.4,158.34,7.42,1640.78,0.30,,0.68,2222.70,2507.68,208.71,272.29,73.395
154.1853,72.6508,28.0,-0.86,31.05,3.65,0.07,2129.9,157.29,7.42,1659.59,0.29,,0.59,2212.50,2493.95,209.69,272.29,74.237
151.005,72.654,0.0,2.23,18.80,9.06,2.90,1414.0,370.00,7.88,417.38,0.44,2.20,0.39,1398.00,2602.94,2.05,275.38,18.461
151.005,72.654,12.0,0.78,26.45,,6.62,1493.0,346.00,7.83,449.77,0.49,2.73,0.20,1486.00,1966.57,18.31,273.93,19.999
130.267,72.683,3.3,1.43,13.09,32.21,9.13,1421.8,356.40,7.93,403.30,0.39,11.46,,1411.30,3772.98,40.54,274.58,17.890
130.267,72.683,5.6,2.43,19.01,20.72,7.77,1617.7,327.19,7.93,423.82,0.57,,,1587.90,2923.14,42.33,275.58,18.732
130.267,72.683,10.0,2.47,19.11,20.60,9.90,1618.6,330.16,7.92,430.66,0.56,11.10,,1589.60,2910.85,38.65,275.62,19.032
130.264,72.683,3.3,2.69,19.57,19.42,16.40,1653.9,324.80,7.93,427.22,0.60,17.00,,1620.60,2898.87,40.68,275.84,18.865
130.264,72.683,10.1,2.72,19.61,19.32,16.75,1653.8,323.89,7.93,428.06,0.60,19.38,,1620.20,2891.36,41.18,275.87,18.900
144.997,72.686,0.0,3.04,15.11,28.61,59.98,1258.0,354.00,7.81,465.58,0.31,76.00,0.25,1259.00,2917.25,20.73,276.19,20.533
130.640,72.687,3.4,2.40,19.03,19.63,4.53,1629.6,330.96,7.94,417.16,0.58,8.18,,1598.00,2939.34,38.77,275.55,18.440
130.640,72.687,12.7,2.40,19.03,19.70,4.35,1630.4,326.79,7.94,410.56,0.59,,,1597.50,2938.23,42.96,275.55,18.148
130.640,72.687,15.7,2.55,19.33,19.67,5.48,1678.5,318.38,7.93,430.11,0.61,,,1645.40,2979.21,49.12,275.70,19.002
130.640,72.687,19.4,2.83,21.47,19.85,9.30,1693.6,320.63,7.88,482.42,0.59,11.42,,1663.80,2712.04,38.34,275.98,21.291
149.05,72.70,0.0,2.90,21.97,,,,348.00,8.00,326.33,0.41,21.60,,1071.39,1706.81,8.96,276.05,14.399
149.05,72.70,10.0,2.90,21.98,,,,348.90,7.99,402.03,0.47,22.80,,1287.63,2050.36,8.03,276.05,17.739
131.329,72.722,0.0,3.55,11.52,91.79,6.08,1371.0,369.00,7.90,425.59,0.38,7.00,0.14,1366.00,4148.73,10.95,276.70,18.734
131.329,72.722,23.0,-0.47,30.52,25.07,5.73,2157.0,211.00,7.48,1450.65,0.34,5.06,0.12,2218.00,2543.49,153.73,272.68,64.798
142.79,72.73,0.0,3.04,19.15,,,1440.0,360.30,8.00,413.70,0.47,18.80,,1398.87,2556.69,3.09,276.19,18.245
150,72.734,0.0,2.32,14.94,39.99,8.69,1359.5,378.68,7.69,643.40,0.25,7.09,0.36,1377.00,3226.62,3.61,275.47,28.449
150,72.734,15.0,1.80,16.16,37.12,10.07,1381.7,373.58,7.67,677.30,0.24,7.11,0.37,1402.00,3037.39,10.36,274.95,30.004
139.42,72.74,0.0,3.96,16.41,,,1390.0,352.70,8.05,378.40,0.47,3.42,,1352.58,2884.85,9.72,277.11,16.632
139.42,72.74,12.0,3.57,24.46,,,1781.0,305.20,7.86,666.00,0.51,1.20,,1736.44,2484.68,39.23,276.72,29.315
137.65,72.75,0.0,3.09,19.33,,,1547.0,361.80,8.04,406.40,0.55,1.04,,1497.18,2710.87,0.63,276.24,17.919
137.65,72.75,23.0,-1.10,30.90,,,2134.0,234.50,7.71,1017.80,0.44,0.37,,2107.76,2387.43,135.30,272.05,45.569
137.66,72.75,5.0,2.56,17.92,,,,368.60,8.01,387.17,0.38,2.73,,1193.13,2330.34,2.76,275.71,17.104
137.66,72.75,15.0,-0.99,26.68,,,,320.30,7.74,760.91,0.34,,,1595.99,2093.69,60.86,272.16,34.054
137.66,72.75,23.0,-1.24,31.95,,,,206.00,7.62,1189.24,0.38,4.50,,1998.72,2189.53,162.14,271.91,53.272
